StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,introquestion,age,pushnotifications,readarticles,topicsinterested,distressed_1,distressed_2,distressed_3,distressed_4,distressed_5,distressed_6,distressed_7,distressed_8,distressed_9,distressed_10,distressed_11,distressed_12,distressed_13,distressed_14,distressed_15,distressed_16,distressed_17,distressed_18,guarding_1,guarding_2,guarding_3,guarding_4,guarding_5,guarding_6,guarding_7,guarding_8,guarding_9,guarding_10,guarding_11,guarding_12,guarding_12_TEXT,guarding_13,guarding_13_TEXT,guarding_14,guarding_14_TEXT,additional
2023-03-19 20:56:32,2023-03-19 20:59:56,IP Address,70.179.43.244,100,203,True,2023-03-19 20:59:57,R_2trN60UFFAg5nA7,,,,,32.7596,-117.0143,anonymous,EN,"Yes, continue the survey",28,Multiple times per day,Never,"Crimes,Climate change,COVID-19,Protests,Terrorism,US politics,Natural disasters,Elections",,72,63,,,100,100,,44,,0,,51,100,47,65,85,,,,,0,,,,,,,,,,,,,,Sexual Child abuse
2023-03-19 20:57:03,2023-03-19 21:01:00,IP Address,84.241.201.219,100,236,True,2023-03-19 21:01:00,R_2TI42YzMmuGOjji,,,,,51.8919,4.4923,anonymous,EN,"Yes, continue the survey",20,2-3 times per week,2-3 times per week,"EU politics,Crimes,Climate change,Britsh politics / Brexit,Natural disasters,Elections,Economy",56,55,0,,,30,31,0,,,65,,,42,,31,28,30,63,58,57,76,66,33,31,58,50,42,46,,,,,,,
2023-03-19 20:58:01,2023-03-19 21:01:35,IP Address,190.88.239.94,100,213,True,2023-03-19 21:01:35,R_snvdHheRdrcQxHj,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",25,2-3 times per week,2-3 times per week,"Show business & Arts,Economy",,,,,,67,62,,,,,,,55,21,51,,,,,,,,,,,,,,,,,,,,
2023-03-19 21:12:59,2023-03-19 21:14:57,IP Address,87.210.118.117,100,118,True,2023-03-19 21:14:57,R_3FImCBjVmW9VH9r,,,,,52.3795,4.8777,anonymous,EN,"Yes, continue the survey",25,Never,Multiple times per day,"Crimes,Show business & Arts,Protests,Natural disasters,Elections",,,,31,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-19 21:12:56,2023-03-19 21:17:22,IP Address,73.137.112.99,100,265,True,2023-03-19 21:17:22,R_24Ixrk21ckiEaWn,,,,,33.7485,-84.3871,anonymous,EN,"Yes, continue the survey",25,Every day,Once per week,"Climate change,COVID-19,Protests,US politics,Natural disasters,Elections,Economy",46,74,69,53,,51,74,5,67,30,42,2,85,64,74,78,60,37,48,49,66,65,65,6,5,5,31,6,7,,,,,,,"Legal battles against human rights, human right violations, and police brutality"
2023-03-19 21:22:55,2023-03-19 21:25:44,IP Address,89.64.44.129,100,168,True,2023-03-19 21:25:45,R_Rz4GpcQsWxtFPjP,,,,,50.0585,19.9342,anonymous,EN,"Yes, continue the survey",22,Every day,2-3 times per week,"EU politics,(Ukrainian) War,Climate change,Britsh politics / Brexit,Space-travel,Economy",40,92,12,9,,100,64,,39,67,65,0,26,89,13,6,14,54,60,49,59,57,80,54,22,20,78,21,18,,,,,,,
2023-03-19 21:28:06,2023-03-19 21:31:40,IP Address,84.107.149.122,100,214,True,2023-03-19 21:31:40,R_2zzKyBpqN1IR4ib,,,,,51.9905,4.3364,anonymous,EN,"Yes, continue the survey",28,Multiple times per day,Every day,"Crimes,COVID-19,Protests,Natural disasters,Elections",16,32,8,10,6,10,43,5,40,15,22,13,22,57,13,50,26,42,13,15,60,42,23,23,38,40,35,19,69,,,,,,,
2023-03-19 21:36:22,2023-03-19 21:39:45,IP Address,86.87.71.160,100,202,True,2023-03-19 21:39:45,R_cuSB92xOoVLNdgB,,,,,51.9221,4.45,anonymous,EN,"Yes, continue the survey",26,Never,Every day,"EU politics,Israeli-Palestinian conflict,Sports,Climate change,Show business & Arts,Institutional abuse,Space-travel,Terrorism,US politics,Natural disasters,Economy",42,23,17,28,100,0,83,78,16,,74,52,4,28,97,62,2,91,73,12,30,62,100,91,76,90,90,57,0,0,,,,,,Fake news
2023-03-19 21:38:10,2023-03-19 21:44:24,IP Address,190.88.122.98,100,374,True,2023-03-19 21:44:24,R_3oT5gryiJlkuw25,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",30,Never,2-3 times per week,"Crimes,Show business & Arts,Natural disasters",,,,70,,,62,,,,,,,,,68,,,,0,,,,,,,,,,100,Child abuse,,,,,No
2023-03-19 21:44:21,2023-03-19 21:51:14,IP Address,85.144.111.227,100,413,True,2023-03-19 21:51:15,R_3OdlNaxGbO6trLi,,,,,52.0589,4.291,anonymous,EN,"Yes, continue the survey",29,Never,2-3 times per week,"Crimes,Climate change,Show business & Arts,Natural disasters",,,,0,,100,100,25,100,0,73,,53,100,,100,,73,49,11,27,27,27,27,,,0,,24,,,,,0,,
2023-03-19 21:51:06,2023-03-19 21:54:36,IP Address,86.92.195.204,100,209,True,2023-03-19 21:54:37,R_2djadnNQNmFOolZ,,,,,52.0014,6.0366,anonymous,EN,"Yes, continue the survey",20,Never,Once per week,"EU politics,Crimes,Israeli-Palestinian conflict,Show business & Arts,Institutional abuse,US politics",37,22,85,88,,12,,,52,,95,26,77,53,79,44,43,47,46,,,50,46,,,87,,,,,,,,,,"Racism/ racial profiling "
2023-03-19 22:02:53,2023-03-19 22:06:42,IP Address,80.60.226.113,100,228,True,2023-03-19 22:06:48,R_3pxnGn4wjyLZMtP,,,,,52.0874,5.1168,anonymous,EN,"Yes, continue the survey",22,Once per week,Once per week,"Crimes,Israeli-Palestinian conflict,Immigration,Space-travel,Economy",48,48,61,52,6,51,51,5,68,10,59,8,50,66,31,69,50,60,49,49,29,24,50,73,18,18,18,17,14,,,,,,,
2023-03-19 22:05:24,2023-03-19 22:07:06,IP Address,62.194.92.45,100,102,True,2023-03-19 22:07:07,R_1jHQlpMDsFWh8SI,,,,,52.3543,4.8951,anonymous,EN,"Yes, continue the survey",27,Never,Every day,"Immigration,(Ukrainian) War,Economy",16,25,12,80,0,100,0,,48,,18,,31,31,,14,18,,12,16,42,78,100,,,,19,,100,,,,,,,-
2023-03-19 22:09:15,2023-03-19 22:12:54,IP Address,83.83.62.79,100,219,True,2023-03-19 22:12:55,R_tF2asNuMjEboK0p,,,,,52.0672,5.1318,anonymous,EN,"Yes, continue the survey",25,Multiple times per day,Once per week,"EU politics,Sports,Institutional abuse,Space-travel,Natural disasters,Elections",36,49,,,0,18,65,,65,0,29,,,,39,,82,31,,,,,,,,0,,,,,,,,,,war crimes (or very detailed op-eds about this)
2023-03-19 22:11:57,2023-03-19 22:13:59,IP Address,45.84.40.165,100,122,True,2023-03-19 22:13:59,R_ut3oMPBG8XaWF5T,,,,,51.9179,4.4901,anonymous,EN,"Yes, continue the survey",24,Never,2-3 times per week,,60,97,,,4,,96,,2,,,,,,,99,,,100,100,100,100,100,100,100,100,100,100,100,,,,,,,
2023-03-19 22:14:01,2023-03-19 22:16:59,IP Address,77.172.78.90,100,178,True,2023-03-19 22:17:00,R_3nSHJLkUwyMdwIe,,,,,51.4277,5.4764,anonymous,EN,"Yes, continue the survey",23,Never,Every day,"EU politics,Crimes,(Ukrainian) War,Climate change,COVID-19,Institutional abuse,Terrorism,Natural disasters,Elections",16,27,38,24,,56,64,,77,10,66,,,69,13,37,7,,,,0,,,,,,,,,,,,,,,"Not really i guess, maybe mental health issues"
2023-03-19 22:24:28,2023-03-19 22:28:00,IP Address,136.55.255.33,100,212,True,2023-03-19 22:28:00,R_2eaFLtXkta1yxh5,,,,,33.7697,-84.3754,anonymous,EN,"Yes, continue the survey",23,Every day,Every day,"Sports,(Ukrainian) War,Climate change,COVID-19,US politics,Economy",,52,53,75,,52,53,,33,,,,52,,27,,,53,72,,41,39,52,0,23,,,,,,,,,,,Poverty
2023-03-19 22:27:18,2023-03-19 22:31:49,IP Address,190.88.6.6,100,271,True,2023-03-19 22:31:50,R_1r39f8nJRW15bWw,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",28,Every day,2-3 times per week,"EU politics,Crimes,Climate change,Economy",18,27,,,,,21,,,,39,,,88,,,,41,50,55,,,0,,,,,,,,,,,,,"Another crime on the island "
2023-03-19 22:28:26,2023-03-19 22:33:11,IP Address,213.93.46.97,100,285,True,2023-03-19 22:33:11,R_WB70twFoHVp5pW9,,,,,52.3759,4.8975,anonymous,EN,"Yes, continue the survey",22,Never,Once per week,"EU politics,Climate change,Show business & Arts,Institutional abuse,Protests,US politics,Natural disasters,Economy",49,65,40,40,,40,67,20,56,9,71,3,86,70,67,71,29,77,55,25,62,46,79,20,9,16,15,3,52,,,,,,,
2023-03-19 22:32:22,2023-03-19 22:35:16,IP Address,77.160.113.81,100,174,True,2023-03-19 22:35:17,R_3CJl8amkuFVYKsU,,,,,52.3669,4.9517,anonymous,EN,"Yes, continue the survey",30,Never,Every day,"Crimes,Show business & Arts",,21,43,54,0,46,,,55,,66,,51,,,74,0,19,100,51,39,67,33,,,,,,52,,,,,,,Violent crimes
2023-03-19 22:33:01,2023-03-19 22:35:55,IP Address,87.210.58.121,100,174,True,2023-03-19 22:35:56,R_1Qy0dSCRM0QhtGp,,,,,50.8507,5.6954,anonymous,EN,"Yes, continue the survey",24,Every day,2-3 times per week,"EU politics,Crimes,Immigration,(Ukrainian) War,Climate change,Show business & Arts,COVID-19,Institutional abuse,Protests,Terrorism,Natural disasters,Elections",64,70,,,,,78,81,78,,,,,0,,72,67,,12,58,33,11,8,8,58,54,37,20,59,,,,,,,"Natural disasters "
2023-03-19 22:37:34,2023-03-19 22:42:27,IP Address,143.178.245.249,100,293,True,2023-03-19 22:42:27,R_2t9z1KGMleYEg7V,,,,,52.3518,5.1488,anonymous,EN,"Yes, continue the survey",22,Never,2-3 times per week,"EU politics,Climate change,Show business & Arts,Institutional abuse,Protests,Elections",29,31,,25,,67,79,57,40,,68,,56,,47,12,54,44,,68,,,,,,,66,,67,,,,,,,
2023-03-19 23:13:19,2023-03-19 23:16:30,IP Address,84.84.228.105,100,191,True,2023-03-19 23:16:30,R_2tAwHej0vCsP03U,,,,,52.1139,4.2747,anonymous,EN,"Yes, continue the survey",21,2-3 times per week,Once per week,"Crimes,Climate change,Economy",,19,,,,,32,,,,,,,,,,,,,,0,,,,0,,0,,,,,,,,,Fitness
2023-03-19 23:21:06,2023-03-19 23:29:51,IP Address,190.88.94.73,100,524,True,2023-03-19 23:29:51,R_3qUTx3FtjnjqMCs,,,,,12.1804,-69.0016,anonymous,EN,"Yes, continue the survey",28,Never,2-3 times per week,"Sports,Climate change,Economy",,,,,0,53,,,0,,,,16,69,,0,,,,,,,,0,,29,0,,,,,,,,,
2023-03-19 23:28:02,2023-03-19 23:33:03,IP Address,161.0.111.15,100,300,True,2023-03-19 23:33:03,R_3LhDuevdmRlNY0Y,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",22,Every day,2-3 times per week,"Crimes,(Ukrainian) War,Climate change,Show business & Arts,Institutional abuse,Terrorism,Natural disasters,Economy",,,100,52,,100,,20,100,,90,,49,90,,92,38,,14,,,,11,,0,,0,,,,,,,,,No
2023-03-19 23:40:10,2023-03-19 23:43:24,IP Address,86.94.65.171,100,194,True,2023-03-19 23:43:25,R_3n2RGtsIhex8I7u,,,,,52.0758,4.2925,anonymous,EN,"Yes, continue the survey",30,Every day,2-3 times per week,"Crimes,Sports,(Ukrainian) War,Show business & Arts,Natural disasters,Economy",,,62,,,62,,0,,,,,,55,0,50,0,64,24,,,18,18,,,,0,,,,,,,,,"Nothing comes to mind "
2023-03-20 00:08:31,2023-03-20 00:12:15,IP Address,86.95.122.36,100,224,True,2023-03-20 00:12:16,R_1imaUcgDuZoANy0,,,,,52.0976,4.2683,anonymous,EN,"Yes, continue the survey",27,Never,2-3 times per week,"EU politics,Crimes,Immigration,Protests,Natural disasters,Economy",36,69,68,42,40,79,83,51,70,64,65,48,84,77,86,73,72,62,53,50,58,76,81,50,51,52,72,51,54,,,,,,,"Murder / escaped murderers "
2023-03-20 00:11:47,2023-03-20 00:14:35,IP Address,190.88.41.119,100,167,True,2023-03-20 00:14:35,R_2tikht40xTIHe3D,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",18,Multiple times per day,2-3 times per week,"EU politics,Crimes,Economy",48,100,5,46,10,9,0,6,100,0,,,61,69,50,86,,100,100,,100,100,,100,,,,,,,,,,,,the price of gasoline
2023-03-20 00:14:12,2023-03-20 00:15:47,IP Address,5.146.249.156,100,95,True,2023-03-20 00:15:47,R_3eaFahfmgpF1RTW,,,,,51.3336,6.5657,anonymous,EN,"Yes, continue the survey",25,Once per week,Never,Crimes,25,45,44,25,0,,24,14,48,19,15,15,25,61,89,73,25,70,,,,0,,,,,,,,,,,,,,
2023-03-19 21:54:44,2023-03-20 00:20:11,IP Address,80.114.201.4,100,8727,True,2023-03-20 00:20:11,R_2aqO3nsJeu3kcrt,,,,,52.1146,5.0967,anonymous,EN,"Yes, continue the survey",22,Never,Once per week,"EU politics,Crimes,Immigration,(Ukrainian) War,Climate change,Economy",51,56,84,66,,88,35,,27,2,13,,11,100,10,90,6,30,100,87,87,87,87,55,20,20,46,10,100,,,,,,,Some diseases like cancer
2023-03-20 00:20:07,2023-03-20 00:22:40,IP Address,82.0.252.113,100,152,True,2023-03-20 00:22:40,R_OKcSzEASO7JAPqp,,,,,51.536,-0.0925,anonymous,EN,"Yes, continue the survey",24,Multiple times per day,Multiple times per day,"EU politics,Crimes,Immigration,Climate change,Show business & Arts,Britsh politics / Brexit,Institutional abuse,Protests,US politics,Elections,Economy",56,79,94,93,11,42,100,20,87,88,63,22,85,98,98,74,95,100,,,,,,,,0,,,,,,,,,,
2023-03-20 00:30:38,2023-03-20 00:30:53,IP Address,81.153.165.219,100,14,True,2023-03-20 00:30:53,R_sdJ4kwP46ks9rj3,,,,,52.6962,-4.0627,anonymous,EN,"Yes, continue the survey",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 00:31:21,2023-03-20 00:33:34,IP Address,81.153.165.219,100,133,True,2023-03-20 00:33:35,R_9HLcSLMF04FBAPL,,,,,52.6962,-4.0627,anonymous,EN,"Yes, continue the survey",29.5,Never,Never,"Britsh politics / Brexit,Terrorism",,,,,0,0,100,,,,,100,,100,,,,,,,,,,,,0,,0,,,,0,,,,
2023-03-20 00:36:27,2023-03-20 00:40:26,IP Address,84.24.249.38,100,239,True,2023-03-20 00:40:27,R_1C9CVXSkkuBUJpS,,,,,51.523,5.0598,anonymous,EN,"Yes, continue the survey",21,Never,Never,Show business & Arts,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sneakers
2023-03-19 22:14:32,2023-03-20 01:37:14,IP Address,5.104.123.245,100,12161,True,2023-03-20 01:37:14,R_2BbW6hl7Cu7chDB,,,,,52.0749,5.1202,anonymous,EN,"Yes, continue the survey",29,2-3 times per week,Never,"Sports,Show business & Arts,Economy",96,,,56,94,,66,70,73,,,,,,,74,,87,,,,,,,,,,,,,,,,,,"School loan payments, rent going up, minimumwage etc"
2023-03-20 01:41:01,2023-03-20 01:46:19,IP Address,138.99.215.36,100,318,True,2023-03-20 01:46:19,R_27QDRRgbM9qonhL,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",26,Never,Every day,"Crimes,Sports,Show business & Arts",,76,,76,100,55,73,100,35,,,,,,,,,43,,,,,,,,,,0,,,,,,,,No
2023-03-20 02:04:15,2023-03-20 02:05:57,IP Address,24.178.137.199,100,101,True,2023-03-20 02:05:57,R_2rNHNJfoFbyk30h,,,,,33.5815,-85.0803,anonymous,EN,"Yes, continue the survey",28,2-3 times per week,2-3 times per week,"Crimes,Natural disasters",,52,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,Na
2023-03-20 02:41:59,2023-03-20 02:43:48,IP Address,200.26.215.208,100,109,True,2023-03-20 02:43:48,R_3CGXhbIt8XwvHTd,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",18,Never,Never,"Crimes,COVID-19,Terrorism,US politics,Elections",,52,100,,,,,,49,,,,52,100,16,100,,55,,,,,,,,,,,,,,,,,,
2023-03-20 02:42:58,2023-03-20 02:44:54,IP Address,190.88.6.115,100,115,True,2023-03-20 02:44:54,R_1M4HjaLibCfx93a,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",29,Every day,2-3 times per week,"Crimes,Show business & Arts,Protests,Elections,Economy",,100,,,17,0,,18,,,,,,89,,,62,97,,,,,,,,,,,,,,,,,,Not at the moment
2023-03-20 02:46:41,2023-03-20 02:51:58,IP Address,107.77.232.38,100,317,True,2023-03-20 02:51:59,R_1CeEmbFnndJCcjN,,,,,33.7485,-84.3871,anonymous,EN,"Yes, continue the survey",25,Never,Once per week,"Crimes,Sports,Climate change,Show business & Arts,Institutional abuse,Protests,Terrorism,US politics,Natural disasters,Elections",,100,41,47,,8,100,,100,,100,,100,100,100,100,,,80,47,56,94,66,,57,56,,,67,,,,,,,N/A
2023-03-20 03:57:48,2023-03-20 04:00:37,IP Address,190.4.139.142,100,168,True,2023-03-20 04:00:38,R_1Hk51NqiGWXcF0g,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",26,Multiple times per day,2-3 times per week,"Sports,Show business & Arts,Protests,Terrorism,Economy",,,,,50,0,,53,,,,,0,,0,,,52,,,,,,,,,,,,,,,,,,
2023-03-20 04:01:22,2023-03-20 04:05:27,IP Address,209.172.250.254,100,244,True,2023-03-20 04:05:28,R_3CK58hHM3slxGMF,,,,,33.7474,-84.3747,anonymous,EN,"Yes, continue the survey",24,Multiple times per day,2-3 times per week,"Climate change,Show business & Arts,US politics",39,52,31,35,18,50,64,44,25,51,21,8,13,39,18,72,9,35,86,45,58,48,47,47,21,55,32,13,29,,,,,,,
2023-03-20 05:33:53,2023-03-20 05:35:32,IP Address,45.93.75.130,100,99,True,2023-03-20 05:35:32,R_2VfFcPNe9plCoJW,,,,,52.1312,5.0443,anonymous,EN,"Yes, continue the survey",24,Multiple times per day,Every day,"Crimes,Immigration,Climate change,COVID-19,Economy",26,,,,,,,,79,,,,72,,,73,,,,,,,,,,,,,,,,,,,,No
2023-03-20 06:02:05,2023-03-20 06:07:48,IP Address,86.90.212.137,100,343,True,2023-03-20 06:07:48,R_2tkVt3J7HilRgqg,,,,,52.0134,4.3655,anonymous,EN,"Yes, continue the survey",23,Never,Never,"Israeli-Palestinian conflict,Sports,US politics,Natural disasters",,,72,,0,,0,,,,,,,35,0,,,,100,,100,100,100,,,,,,,,,,,,,"Abuse of minors "
2023-03-20 07:48:46,2023-03-20 07:52:02,IP Address,85.144.219.47,100,195,True,2023-03-20 07:52:02,R_QhKUXcWk12Ia3RL,,,,,52.3429,4.8966,anonymous,EN,"Yes, continue the survey",26,Multiple times per day,Every day,"EU politics,Crimes,Israeli-Palestinian conflict,Immigration,(Ukrainian) War,Climate change,Show business & Arts,Britsh politics / Brexit,Institutional abuse,Protests,Terrorism,US politics,Elections,Economy",59,59,80,44,20,75,81,35,21,39,66,19,66,84,44,58,37,62,6,13,13,15,17,14,9,11,10,20,16,,,,,,,Intimidation
2023-03-20 07:52:22,2023-03-20 07:56:00,IP Address,87.210.119.152,100,217,True,2023-03-20 07:56:00,R_2q1RIlzKWYYiYUg,,,,,52.364,4.8913,anonymous,EN,"Yes, continue the survey",25,Never,2-3 times per week,"EU politics,Israeli-Palestinian conflict,Immigration,Climate change,Institutional abuse,Protests,Natural disasters,Elections",100,50,100,100,,79,100,,51,,87,38,77,,58,100,38,100,19,21,19,22,24,24,22,19,22,0,23,,,,,,,
2023-03-20 08:25:33,2023-03-20 08:32:51,IP Address,95.90.252.59,100,438,True,2023-03-20 08:32:51,R_3g6jynzfpAhoExK,,,,,53.5649,9.9683,anonymous,EN,"Yes, continue the survey",28,Every day,2-3 times per week,"EU politics,Show business & Arts,Economy",75,34,23,67,3,83,92,4,67,42,74,4,54,95,41,93,39,68,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2023-03-20 08:49:56,2023-03-20 08:53:10,IP Address,186.2.180.4,100,193,True,2023-03-20 08:53:10,R_4JjxAodB1pGAY1P,,,,,12.0975,-68.9177,anonymous,EN,"Yes, continue the survey",25,Never,Every day,"Crimes,Protests,Economy",46,,22,26,28,57,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-20 09:06:03,2023-03-20 09:08:09,IP Address,185.59.38.219,100,125,True,2023-03-20 09:08:09,R_11XDJWx2cCEhOrk,,,,,52.0697,4.3303,anonymous,EN,"Yes, continue the survey",25,Every day,Once per week,"Crimes,Sports,Institutional abuse,US politics,Natural disasters",100,51,100,79,16,18,100,8,6,9,100,8,14,35,100,62,16,20,48,49,85,100,100,100,100,100,7,10,100,,,,,,,No
2023-03-20 09:10:23,2023-03-20 09:13:25,IP Address,193.173.216.120,100,182,True,2023-03-20 09:13:26,R_1LjOdcvHO3WB0Ft,,,,,52.0069,4.6799,anonymous,EN,"Yes, continue the survey",25,Multiple times per day,Multiple times per day,Crimes,61,70,92,82,,100,100,0,,,50,,18,100,,100,20,100,,,,,,,,,,,,,,,,,,"animal abuse "
2023-03-20 09:29:12,2023-03-20 09:35:16,IP Address,213.124.168.44,100,363,True,2023-03-20 09:35:17,R_3ly6fDlC5mBO52h,,,,,51.8199,5.8715,anonymous,EN,"Yes, continue the survey",26,Never,2-3 times per week,"EU politics,(Ukrainian) War,Climate change,Britsh politics / Brexit,Space-travel,US politics,Natural disasters,Elections",29,66,64,27,0,81,93,0,48,62,65,27,45,74,46,75,35,31,3,2,4,7,4,0,0,0,48,0,1,,,0,,,,accidents/ disasters that are close to or in spaces I know
2023-03-20 09:33:40,2023-03-20 09:35:49,IP Address,86.81.150.204,100,128,True,2023-03-20 09:35:49,R_307A8QngsycVFlI,,,,,52.3125,4.6445,anonymous,EN,"Yes, continue the survey",24,Never,Every day,"Crimes,(Ukrainian) War,Climate change,Terrorism",31,44,78,78,7,73,78,55,71,18,81,19,35,67,78,59,53,18,35,14,38,38,72,35,11,14,64,18,53,,,,,,,Poverty
2023-03-20 09:33:35,2023-03-20 09:38:01,IP Address,31.151.130.132,100,265,True,2023-03-20 09:38:01,R_2uDPNKa8kgZ3yy1,,,,,51.8468,4.3314,anonymous,EN,"Yes, continue the survey",24,Every day,Once per week,"Immigration,Show business & Arts,Space-travel,Natural disasters",28,43,51,51,8,64,88,29,15,1,6,55,60,68,15,55,28,75,57,5,48,73,90,69,7,21,50,7,17,,,,,,,
2023-03-20 09:52:38,2023-03-20 09:54:33,IP Address,84.104.131.69,100,114,True,2023-03-20 09:54:33,R_1jHEOoU0VaDcvvJ,,,,,51.5905,4.7731,anonymous,EN,"Yes, continue the survey",24,Multiple times per day,Multiple times per day,"(Ukrainian) War,Terrorism,Natural disasters,Economy",0,,,0,,,,91,,,,,,,,,,55,,,,,,,,,,,,,,,,,,
