"Status","Progress","durationSec","Finished","ResponseId","introquestion","age","pushnotifications","readarticles","distressed_EUPolitics","distressed_crimes","distressed_israelPalestine","distressed_immigration","distressed_sports","distressed_war","distressed_climateChange","distressed_showArts","distressed_covid","distressed_britishBrexit","distressed_instAbuse","distressed_spaceTravel","distressed_protest","distressed_terrorism","distressed_USPolitics","distressed_naturalDisasters","distressed_elections","distressed_economy","guard_suicide","guard_accidents","guard_physicalAbuse","guard_sexualAbuse","guard_selfHarm","guard_depression","guard_racism","guard_LGBTQ","guard_eatingDisorders","guard_disability","guard_animalCruelty","guard_other1","guard_other1_text","guard_other2","guard_other2_text","guard_other3","guard_other3_text","additional","interest_EUPolitics","interest_crimes","interest_israelPalestine","interest_immigration","interest_sports","interest_war","interest_climateChange","interest_showArts","interest_covid","interest_britishBrexit","interest_instAbuse","interest_spaceTravel","interest_protests","interest_terrorism","interest_USPolitics","interest_naturalDisasters","interest_elections","interest_economy","fit.cluster"
"IP Address",100,102,TRUE,"R_1jHQlpMDsFWh8SI","Yes, continue the survey",27,0,1,16,25,12,80,0,100,0,0,48,0,18,0,31,31,0,14,18,0,12,16,42,78,100,0,0,0,19,0,100,0,"0",0,0,0,0,"-",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1"
"IP Address",100,219,TRUE,"R_tF2asNuMjEboK0p","Yes, continue the survey",25,3,0.142857142857143,36,49,0,0,0,18,65,0,65,0,29,0,0,0,39,0,82,31,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"war crimes (or very detailed op-eds about this)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"4"
"IP Address",100,122,TRUE,"R_ut3oMPBG8XaWF5T","Yes, continue the survey",24,0,0.357142857142857,60,97,0,0,4,0,96,0,2,0,0,0,0,0,0,99,0,0,100,100,100,100,100,100,100,100,100,100,100,0,"0",0,0,0,0,"0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1"
"IP Address",100,178,TRUE,"R_3nSHJLkUwyMdwIe","Yes, continue the survey",23,0,1,16,27,38,24,0,56,64,0,77,10,66,0,0,69,13,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"Not really i guess, maybe mental health issues",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,"4"
"IP Address",100,212,TRUE,"R_2eaFLtXkta1yxh5","Yes, continue the survey",23,1,1,0,52,53,75,0,52,53,0,33,0,0,0,52,0,27,0,0,53,72,0,41,39,52,0,23,0,0,0,0,0,"0",0,0,0,0,"Poverty",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1"
"IP Address",100,271,TRUE,"R_1r39f8nJRW15bWw","Yes, continue the survey",28,1,0.357142857142857,18,27,0,0,0,0,21,0,0,0,39,0,0,88,0,0,0,41,50,55,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"Another crime on the island",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2"
"IP Address",100,285,TRUE,"R_WB70twFoHVp5pW9","Yes, continue the survey",22,0,0.142857142857143,49,65,40,40,0,40,67,20,56,9,71,3,86,70,67,71,29,77,55,25,62,46,79,20,9,16,15,3,52,0,"0",0,0,0,0,"0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"5"
"IP Address",100,174,TRUE,"R_3CJl8amkuFVYKsU","Yes, continue the survey",30,0,1,0,21,43,54,0,46,0,0,55,0,66,0,51,0,0,74,0,19,100,51,39,67,33,0,0,0,0,0,52,0,"0",0,0,0,0,"Violent crimes",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1"
"IP Address",100,174,TRUE,"R_1Qy0dSCRM0QhtGp","Yes, continue the survey",24,1,0.357142857142857,64,70,0,0,0,0,78,81,78,0,0,0,0,0,0,72,67,0,12,58,33,11,8,8,58,54,37,20,59,0,"0",0,0,0,0,"Natural disasters",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"4"
"IP Address",100,293,TRUE,"R_2t9z1KGMleYEg7V","Yes, continue the survey",22,0,0.357142857142857,29,31,0,25,0,67,79,57,40,0,68,0,56,0,47,12,54,44,0,68,0,0,0,0,0,0,66,0,67,0,"0",0,0,0,0,"0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"4"
"IP Address",100,191,TRUE,"R_2tAwHej0vCsP03U","Yes, continue the survey",21,0.357142857142857,0.142857142857143,0,19,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"Fitness",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2"
"IP Address",100,524,TRUE,"R_3qUTx3FtjnjqMCs","Yes, continue the survey",28,0,0.357142857142857,0,0,0,0,0,53,0,0,0,0,0,0,16,69,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,"0",0,0,0,0,"0",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2"
"IP Address",100,300,TRUE,"R_3LhDuevdmRlNY0Y","Yes, continue the survey",22,1,0.357142857142857,0,0,100,52,0,100,0,20,100,0,90,0,49,90,0,92,38,0,14,0,0,0,11,0,0,0,0,0,0,0,"0",0,0,0,0,"No",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"3"
"IP Address",100,194,TRUE,"R_3n2RGtsIhex8I7u","Yes, continue the survey",30,1,0.357142857142857,0,0,62,0,0,62,0,0,0,0,0,0,0,55,0,50,0,64,24,0,0,18,18,0,0,0,0,0,0,0,"0",0,0,0,0,"Nothing comes to mind",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"2"
"IP Address",100,224,TRUE,"R_1imaUcgDuZoANy0","Yes, continue the survey",27,0,0.357142857142857,36,69,68,42,40,79,83,51,70,64,65,48,84,77,86,73,72,62,53,50,58,76,81,50,51,52,72,51,54,0,"0",0,0,0,0,"Murder / escaped murderers",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"5"
"IP Address",100,167,TRUE,"R_2tikht40xTIHe3D","Yes, continue the survey",18,3,0.357142857142857,48,100,5,46,10,9,0,6,100,0,0,0,61,69,50,86,0,100,100,0,100,100,0,100,0,0,0,0,0,0,"0",0,0,0,0,"the price of gasoline",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1"
"IP Address",100,95,TRUE,"R_3eaFahfmgpF1RTW","Yes, continue the survey",25,0.142857142857143,0,25,45,44,25,0,0,24,14,48,19,15,15,25,61,89,73,25,70,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"IP Address",100,8727,TRUE,"R_2aqO3nsJeu3kcrt","Yes, continue the survey",22,0,0.142857142857143,51,56,84,66,0,88,35,0,27,2,13,0,11,100,10,90,6,30,100,87,87,87,87,55,20,20,46,10,100,0,"0",0,0,0,0,"Some diseases like cancer",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1"
"IP Address",100,152,TRUE,"R_OKcSzEASO7JAPqp","Yes, continue the survey",24,3,3,56,79,94,93,11,42,100,20,87,88,63,22,85,98,98,74,95,100,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"3"
"IP Address",100,133,TRUE,"R_9HLcSLMF04FBAPL","Yes, continue the survey",29.5,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"2"
"IP Address",100,239,TRUE,"R_1C9CVXSkkuBUJpS","Yes, continue the survey",21,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"Sneakers",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2"
"IP Address",100,12161,TRUE,"R_2BbW6hl7Cu7chDB","Yes, continue the survey",29,0.357142857142857,0,96,0,0,56,94,0,66,70,73,0,0,0,0,0,0,74,0,87,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"School loan payments, rent going up, minimumwage etc",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"4"
"IP Address",100,318,TRUE,"R_27QDRRgbM9qonhL","Yes, continue the survey",26,0,1,0,76,0,76,100,55,73,100,35,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"No",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"4"
"IP Address",100,101,TRUE,"R_2rNHNJfoFbyk30h","Yes, continue the survey",28,0.357142857142857,0.357142857142857,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"Na",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"2"
"IP Address",100,109,TRUE,"R_3CGXhbIt8XwvHTd","Yes, continue the survey",18,0,0,0,52,100,0,0,0,0,0,49,0,0,0,52,100,16,100,0,55,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"4"
"IP Address",100,115,TRUE,"R_1M4HjaLibCfx93a","Yes, continue the survey",29,1,0.357142857142857,0,100,0,0,17,0,0,18,0,0,0,0,0,89,0,0,62,97,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"Not at the moment",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"2"
"IP Address",100,317,TRUE,"R_1CeEmbFnndJCcjN","Yes, continue the survey",25,0,0.142857142857143,0,100,41,47,0,8,100,0,100,0,100,0,100,100,100,100,0,0,80,47,56,94,66,0,57,56,0,0,67,0,"0",0,0,0,0,"N/A",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"5"
"IP Address",100,168,TRUE,"R_1Hk51NqiGWXcF0g","Yes, continue the survey",26,3,0.357142857142857,0,0,0,0,50,0,0,53,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"2"
"IP Address",100,244,TRUE,"R_3CK58hHM3slxGMF","Yes, continue the survey",24,3,0.357142857142857,39,52,31,35,18,50,64,44,25,51,21,8,13,39,18,72,9,35,86,45,58,48,47,47,21,55,32,13,29,0,"0",0,0,0,0,"0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1"
"IP Address",100,99,TRUE,"R_2VfFcPNe9plCoJW","Yes, continue the survey",24,3,1,26,0,0,0,0,0,0,0,79,0,0,0,72,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"No",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"2"
"IP Address",100,343,TRUE,"R_2tkVt3J7HilRgqg","Yes, continue the survey",23,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,100,0,100,100,100,0,0,0,0,0,0,0,"0",0,0,0,0,"Abuse of minors",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1"
"IP Address",100,195,TRUE,"R_QhKUXcWk12Ia3RL","Yes, continue the survey",26,3,1,59,59,80,44,20,75,81,35,21,39,66,19,66,84,44,58,37,62,6,13,13,15,17,14,9,11,10,20,16,0,"0",0,0,0,0,"Intimidation",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"3"
"IP Address",100,217,TRUE,"R_2q1RIlzKWYYiYUg","Yes, continue the survey",25,0,0.357142857142857,100,50,100,100,0,79,100,0,51,0,87,38,77,0,58,100,38,100,19,21,19,22,24,24,22,19,22,0,23,0,"0",0,0,0,0,"0",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"3"
"IP Address",100,438,TRUE,"R_3g6jynzfpAhoExK","Yes, continue the survey",28,1,0.357142857142857,75,34,23,67,3,83,92,4,67,42,74,4,54,95,41,93,39,68,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"3"
"IP Address",100,193,TRUE,"R_4JjxAodB1pGAY1P","Yes, continue the survey",25,0,1,46,0,22,26,28,57,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"2"
"IP Address",100,125,TRUE,"R_11XDJWx2cCEhOrk","Yes, continue the survey",25,1,0.142857142857143,100,51,100,79,16,18,100,8,6,9,100,8,14,35,100,62,16,20,48,49,85,100,100,100,100,100,7,10,100,0,"0",0,0,0,0,"No",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"5"
"IP Address",100,182,TRUE,"R_1LjOdcvHO3WB0Ft","Yes, continue the survey",25,3,3,61,70,92,82,0,100,100,0,0,0,50,0,18,100,0,100,20,100,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"animal abuse",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"3"
"IP Address",100,363,TRUE,"R_3ly6fDlC5mBO52h","Yes, continue the survey",26,0,0.357142857142857,29,66,64,27,0,81,93,0,48,62,65,27,45,74,46,75,35,31,3,2,4,7,4,0,0,0,48,0,1,0,"0",0,0,0,0,"accidents/ disasters that are close to or in spaces I know",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"3"
"IP Address",100,128,TRUE,"R_307A8QngsycVFlI","Yes, continue the survey",24,0,1,31,44,78,78,7,73,78,55,71,18,81,19,35,67,78,59,53,18,35,14,38,38,72,35,11,14,64,18,53,0,"0",0,0,0,0,"Poverty",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"5"
"IP Address",100,265,TRUE,"R_2uDPNKa8kgZ3yy1","Yes, continue the survey",24,1,0.142857142857143,28,43,51,51,8,64,88,29,15,1,6,55,60,68,15,55,28,75,57,5,48,73,90,69,7,21,50,7,17,0,"0",0,0,0,0,"0",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1"
"IP Address",100,114,TRUE,"R_1jHEOoU0VaDcvvJ","Yes, continue the survey",24,3,3,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"2"
"IP Address",100,156,TRUE,"R_0ptK9v8TtQulPlD","Yes, continue the survey",24,0,0.142857142857143,56,63,77,69,18,89,82,9,75,41,52,26,62,70,62,72,31,36,50,51,50,85,51,52,51,51,51,52,52,0,"0",0,0,0,0,"0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"5"
"IP Address",100,2599,TRUE,"R_pQr4ATdPB4QoFpf","Yes, continue the survey",23,3,1,16,36,32,52,0,46,58,5,47,0,16,0,28,43,6,48,21,28,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"4"
"IP Address",100,374,TRUE,"R_2CU28goHgmXEAC5","Yes, continue the survey",25,0,1,57,93,56,93,37,94,94,75,67,59,81,34,96,81,83,92,90,59,40,77,60,67,40,41,20,21,21,22,91,90,"Explicit medical content",0,0,0,0,"Murder, child abuse, Abuse against women",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"5"
"IP Address",100,214,TRUE,"R_32MfAu3mjNwvB2F","Yes, continue the survey",26,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"0",0,0,0,0,"0",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"2"
"IP Address",100,194,TRUE,"R_1GPrCMxg2N4IC2O","Yes, continue the survey",20,0,0.142857142857143,0,42,5,5,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2"
"IP Address",100,465,TRUE,"R_1ff2ZbqC61kmvKn","Yes, continue the survey",27,0,0.357142857142857,67,80,68,0,0,40,91,0,27,86,77,0,60,86,79,51,63,73,100,68,92,100,100,64,54,0,73,0,0,0,"0",0,0,0,0,"Children and abuse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"5"
